nid,title,event_slug,speakers,description,field_embedded_multimedia_value,bio,date,time_start,time_end,video,slides
3155,Lean User Experience - estrategias para creación de experiencia de usuario con métodos ágiles,2013h1,Víctor M. González,"<p>En esta plática se discutirán ideas claras y prácticas para combinar lo mejor de las técnicas de Diseño Centrado en la Experiencia de Usuario (UX) con métodos de desarrollo ágil de productos digitales y software. En particular se revisa Scrum y se discuten formas de adaptarlo. El contenido es relevante para ingenieros de software, analistas, líderes y gestores de proyectos que desean mejorar la usabilidad de sus productos y servicios a través de técnicas de diseño que identifiquen necesidades reales del usuario y produzcan propuestas de alta innovación.</p>","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/36divw0B6zw"" frameborder=""0"" gesture=""media"" allow=""encrypted-media"" allowfullscreen></iframe>","<p>Víctor M. González (Ph.D., MSc, Cert. Eng) es un consultor y experto internacional en interacción humano-computadora y en el diseño de experiencias de usuario óptimas para productos interactivos digitales. Es el fundador y director de Sperientia [studio + lab], una agencia consultora que ayuda a empresas de México y América Latina a diseñar y crear mejores productos y servicios digitales. Con base en la Ciudad de México, atiende organizaciones en sectores tales como comercio minorista, logística, salud, gobierno, telecomunicaciones y finanzas. Ha ocupado cargos como profesor e investigador en la Universidad de Manchester (Reino Unido), la Universidad del Azuay (Ecuador) y la Universidad de California, en Irvine (EEUU). Es profesor del Departamento de Ciencias de la Computación en el Instituto Tecnológico Autónomo de México (ITAM) y enseña innovación, pensamiento de diseño, diseño de productos y gestión estratégica de tecnología. <a href=""http://www.sperientia.com/"">www.sperientia.com</a></p>
<ul>
 <li><a href=""https://twitter.com/vmgyg?lang=es"">Twitter</a></li>
 <li><a href=""https://www.linkedin.com/in/victor-m-gonzalez/"">Linkedin</a></li>
 <li><a href=""https://medium.com/@victormgonzalez"">Medium</a></li>
</ul>",2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/36divw0B6zw,
3162,Grafos: conceptos y aplicaciones,2012,,"La creación de modelos matemáticos es indispensable para plasmar el comportamiento del mundo real, en particular en el área de las ciencias computacionales. Los teoría de grafos, ofrece una herramienta que permite describir y resolver problemas en diferentes áreas del conocimiento: transporte, química, comunicación e Internet.

Ésta plática nos describen los conceptos básicos de la teoría de grafos, identificando sus características y elementos, algunos algoritmos básicos para posteriormente aplicarlos para el modelado de problemas simples. A partir de ellos se explican con mayor detalle su aplicación para resolver problemas de cálculo de camino más corto, coloreo de mapas, reconocimiento de patrones.","<iframe src=""https://player.vimeo.com/video/39199535"" width=""640"" height=""480"" frameborder=""0"" portrait=""0"" byline=""0"" title=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",,2012-03-12 12:00:00,2012-03-12 12:00:00,2012-03-12 13:00:00,,
3163,¿Por qué las empresas más exitosas serán las que utilicen lean y ágil?,2012,,La crisis económica mundial ha afectado de manera seria a muchos países latinoamericanos. En éste keynote indicaré porque lean y ágil es una excelente ruta para mejorar sus empresas de manera efectiva y competir a nivel internacional en diversos mercados.,"<iframe src=""https://player.vimeo.com/video/39121720"" width=""640"" height=""480"" frameborder=""0"" portrait=""0"" byline=""0"" title=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",,2012-03-12 12:00:00,2012-03-12 12:00:00,2012-03-12 13:00:00,,
3164,Rompiendo Paradigmas: Node.js+jQuery+Stylus+Jade+NoSQL(CouchDB || MongoDB),2012,,"Actualmente estamos viviendo tiempos muy interesantes, Node.js del lado del servidor esta teniendo una explosión impresionante que esta revolucionando el desarrollo web, literalmente podemos decir que javascript esta en todos lados!!XD, esto es genial porque tenemos a javacript en el server con Node.js, en el cliente y como backend de todos los datos(MongoDB, CouchDB, etc.) TODO EN UN MISMO IDIOMA. Jade y Stylus tienen como objetivo simplificar html y css, es decir hacer menos con mas!!, jQuery para los widgets, algunos hacks demasiado utilizados hoy en día, y para maquillar nuestro website. Todo esto mas algunas sorpresas que tengo preparadas(por ejemplo el alojamiento de Cloudfoundry para nuestros laboratorios con Node.js), creo que sera muy útil para toda nuestra gente de latinoamerica, ya que necesitamos aprender algo nuevo todos los dias, para tener un mayor mercado, nuevas oportunidades, ser mejores profesionales, y divertirnos con lo que mas nos apasiona!!!XD.","<iframe src=""https://player.vimeo.com/video/39235642"" width=""640"" height=""480"" frameborder=""0"" portrait=""0"" byline=""0"" title=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",,2012-03-12 12:00:00,2012-03-12 12:00:00,2012-03-12 13:00:00,,
3165,"Lean Startup: Construye, mide, aprende.",2012,,"""The Lean Startup method teaches you how to drive a startup-how to steer, when to turn, and when to persevere-and grow a business with maximum acceleration.”
- Eric Ries

La metodología de Lean Startup sigue cinco principios básicos:
1. Los emprendedores están en todos lados
2. Emprendimiento es administración
3. Aprendizaje validado
4. Contabilidad de innovación
5. Construye-mide-aprende

Siguiendo estos principios muchos de los problemas más comunes al emprender pueden ser amortiguados. A diferencia de la noción común, existen procesos que podemos seguir para acelerar el proceso de aprendizaje y encontrar un modelo de éxito a tiempo. 

En esta charla hablaré de los conceptos básicos de la metodología Lean Startup y los proceso que podemos realizar para no fallar en el proceso de experimentación y aprendizaje al momento de emprender.","<iframe width=""640"" height=""480"" src=""https://www.youtube.com/embed/q0NBgmjjGYE?rel=0"" frameborder=""0"" allowfullscreen></iframe>",,2012-03-12 12:00:00,2012-03-12 12:00:00,2012-03-12 13:00:00,https://youtu.be/q0NBgmjjGYE,
3166,Dale un giro a tu carrera y sé un desarrollador SharePoint,2012,,En esta sesión veremos que necesita un programador .NET para convertirse en un programador que construye soluciones de colaboración bajo plataforma SharePoint 2010. Conoce las distintas tecnologías y herramientas disponibles en Visual Studio 2010 para personalizar SharePoint de una forma flexible y administrada. Hoy más que nunca en la industria de TI se necesitan desarrolladores SharePoint. No te pierdas la oportunidad de conocer que se requiere para convertirse en uno.,"<iframe src=""https://player.vimeo.com/video/39226586"" width=""640"" height=""480"" frameborder=""0"" portrait=""0"" byline=""0"" title=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>",,2012-03-12 12:00:00,2012-03-12 12:00:00,2012-03-12 13:00:00,,
3259,Desarrollo de aplicaciones Web con ZanPHP,2013h1,,"<p><strong>ZanPHP</strong> es un framework de desarrollo ágil de aplicaciones Web escrito en PHP5 el cual utiliza distintos patrones de diseño y las mejores prácticas para crear aplicaciones más rápidamente y con buena calidad de código. ZanPHP tiene ya más de 1 año de ser Software libre y durante este año hemos actualizado, mejorado (la versión actual del framework es la v.2.7.1) y además difundido el proyecto a nivel internacional tanto en países de habla hispana como países de otras lenguas, el proyecto ha crecido y se ha mantenido como uno de los más importantes desarrollos de este rubro en México y queremos demostrar que con trabajo y esfuerzo pueden sobresalir grandes proyectos en México.</p>","<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/b0b6zdanxVU"" width=""560""></iframe></p>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/b0b6zdanxVU,
3276,Chronicle of a SOA Foretold,2013h1,,"<p>Rails is no longer the new kid on the block. Basecamp was launched on February 4, 2004 and the '1 minute blog video' is a distant memory for many Ruby developers. Most new comers dont know Chunky Bacon and Why the lucky stiff!</p>

<p>Rails has just gone through its awkward teen years full of drama and tears. Like any teenager, Rails was influenced by a lot of external forces.</p>

<p>Rails 4 is about to launch and it’s more than clear what the path is; SOA, such a grown up, scary acronym, right? One of those buzz words that cool Ruby developers hated. But guess what? Ruby apps are now big and in the enterprise whether DHH likes it or not. The silver lining is that Ruby is still very relevant and way better suited for SOA's and we'll see why.</p>","<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/qblrFlFdKek"" width=""560""></iframe></p>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/qblrFlFdKek,
3283,Escribiendo software con agilidad,2013h1,Javier Cervantes,"<p>Todo el mundo dice ser ""ágil"" en la actualidad, pero lo que parece ser divertido y genial al principio puede llegar a ser un verdadero desastre si no estas preparado para ello.<br />
<br />
Como desarrolladores de software nadie nos dice cómo hacerlo y la entrega de valor con un equipo autodirigido en iteraciones cortas, no es algo fácil cuando se tiene que diseñar un sistema flexible, sistema robusto, maduro y probado.<br />
<br />
Esta charla tratará de reunir los diferentes enfoques sobre cómo codificar con agilidad sin perder la cabeza.<br />
<br />
Temas</p>

<ul>
 <li>Introducción a la ágil</li>
 <li>Cuestiones y problemas comunes</li>
 <li>Practicas XP que nadie toma en serio</li>
 <li>Métodos de práctica</li>
 <li>Disciplinas</li>
 <li>Patrones de diseño, SOLID, Reglas de diseño simple</li>
 <li>No es fácil, pero es necesario</li>
</ul>","<p><iframe allowfullscreen="""" frameborder=""0"" height=""360"" src=""https://www.youtube.com/embed/YdlwS-s3m9U"" width=""640""></iframe></p>","<p>Cuenta con 8+ años de experiencia, le gusta resolver problemas interesantes con la tecnología que utilizan diferentes herramientas y lenguajes. Le gusta compartir lo que ha aprendido siendo un miembro activo de las comunidades locales y hablando en conferencias.</p>

<ul>
 <li><a href=""https://twitter.com/solojavier?lang=es"">Twitter</a></li>
 <li><a href=""https://www.linkedin.com/in/solojavier/"">Linkedin</a></li>
 <li><a href=""https://github.com/solojavier"">GitHub</a></li>
</ul>",2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/YdlwS-s3m9U,
3292,Gestión Ágil de Proyectos de Software en micro-empresas,2013h1,,"En México la micro-industria ocupa al 45.7% del personal ocupado total, en el sector servicios participa con el 41.2% del personal ocupado y generó el 22.2% de los ingresos del sector. A pesar de la relevancia que posee la micro-empresa, la mayoría de los sistemas de gestión de calidad y normativas van enfocados a la pequeña, mediana y gran empresa.

Las micro-empresas constituidas por hasta 2 personas ocupan 3’514,416 personas, mientras que aquellas conformadas por 3 hasta 5 personas ocupan 3’193,781 personas registrando está última un crecimiento de 99.3% en los últimos 10 años, siendo la estratificación censal que mayor crecimiento ha tenido.

Tener una adecuada gestión es un factor clave para poder consolidar el crecimiento de una micro-empresa, al fortalecer su competitividad y asegurar la calidad de sus desarrollos.","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/zKzBe8KKEPo"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/zKzBe8KKEPo,
3304,Ruby Internals,2013h1,,Ruby es un lenguaje interpretado con características de lenguaje orientado a objetos. En esta platica se demostrara la forma en como Ruby a través de su maquina virtual interpreta y ejecuta nuestro código.,"<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/_2CpfxYruKY"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/_2CpfxYruKY,
3331,Programación competitiva,2013h1,,"La programación competitiva ayuda a los estudiantes universitarios a desarrollar habilidades que no siempre se adquieren a lo largo de la carrera, como el trabajo en equipo, desarrollar una excelente lógica de programación, el trabajar bajo presión, entre otras. Empresas como Google, Amazon, Facebook y Microsoft buscan estas cualidades en los jóvenes para que ingresen a sus equipos de trabajo.

El ACM ICPC es la competencia más antigua, más grande y más prestigiosa a nivel universitario. Participantes de al menos 2000 universidades y 80 países se ponen a prueba para ganar el primer lugar. Además, existen otros eventos que organizan Google o Facebook para cualquier persona, sea estudiante o no.

En esta ponencia se desea comunicar al publico en que consisten estos encuentros, como se desarrollan, y de que manera pueden preparase para sobresalir, ademas de todos los beneficios que se obtienen al aceptar este tipo de retos.","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/4DGKHpLUZvk"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/4DGKHpLUZvk,
3347,Experiencia en Personal Software Process,2013h1,,"<P>Uno de los retos mas importantes en mi carrera ha sido el de aprobar el examen de certificación de Personal Software Process. Pero lejos del estudio intensivo para lograrlo, la aplicación de los conocimientos en la practica, me han permitido evaluar mi trabajo, identificando áreas de oportunidad que antes no me hubiera imaginado. Esto ha redundado en el mejoramiento de mi proceso de desarrollo, así como el incremento de la calidad de los productos que he desarrollado. El objetivo es dar a conocer el Proceso, agregando las experiencias que me han permitido establecer una mejora continua en mi trabajo.</P>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/VXyG5bd40VU"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/VXyG5bd40VU,
3381,HTML5 después del fin del mundo.,2013h1,,"HTML5 ha representado una revolución en la web, desde los detractores de que estándar pudiera eliminar a otras tecnologias como Flash, hasta los hombres de fé que veían en este lenguaje la solución a todos sus problemas: gran soporte en navegadores, evolución de IE a soportar HMTL5, creación de aplicaciones móviles, encontrar el sentido de la vida... Es por ello que esta platica muestra lo que HTML5 es capaz de hacer.","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/RrOGu9oURNc"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/RrOGu9oURNc,
3404,La importancia de usar un framework | ¿Y tu ya usas un framework o sigues en la edad de piedra?,2013h1,,"<p>El uso de framworks para desarrollar hoy en día es muy importante pero lamentablemente muchos desarrolladores en México aún no usan frameworks o no saben qué son.
Esta charla pretende mostrar las ventajas y desventajas de usar un framework a través de casos de uso tomando como herramienta Codeigniter para PHP.
</p>
<p>Esta charla abordará los siguientes temas:<br></p>
<ul>
<li>¿Qué es un framework?</li>
<li>¿Por qué usar un framework?</li>
<li>¿Qué framework debo elegir?</li>
<li>Ejemplos de uso de un framework (Codeigniter para PHP)</li>
</ul>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Dmgjq52Yd-Y"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/Dmgjq52Yd-Y,
3407,Apps & Cloud: Hackeando el mercado de las grandes casas de software,2013h1,,"<p>Siempre has tenido una idea dando vueltas en tu corazón
quieres hacerla realidad, lo sientes.
Pero por alguna razón solo lo ves como un sueño. :|</p>
<p>Cómo competir en un mercado liderado por grandes corporaciones?
Qué tecnologías me permiten liberar mi espíritu creador de manera sencilla?
Cómo alguien como yo puede hackear un mercado dominado por grandes empresas?</p>
<p>Puedo mostrarte el camino, aquí te espero :)</p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/pdvA4SZsCZk"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/pdvA4SZsCZk,
3429,Metodo Kanban en Ingenieria de Software,2013h1,,"<p>El sistema Kanban para el software, derivado del Sistema de Producción de Toyota (TPS), son un enfoque sin iteraciones para organizar el trabajo. En vez de usar iteraciones de tiempo fijo y reuniones de planificación, el equipo toma historias del backlog sólo cuando completó su trabajo anterior.</p><p>En el desarrollo de Software, Kanban fue introducido por David Anderson de la Unidad de Negocios XIT de Microsoft, en 2004, reemplazando el sistemas de tarjetas por un tablero visual similar al de Scrum, pero con características extendidas.</p><p>En la charla se explicara el origen de Kanban , los principios core basados en Lean Thinking, asi como sus beneficios e implementacion.</p><h3>Presentación</h3><p><a href=""http://prezi.com/1pk55dwfxfru/kanban-basics/"" target=""_blank"">http://prezi.com/1pk55dwfxfru/kanban-basics/</a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/2RDPEPb9vno"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/2RDPEPb9vno,
3434,¿Preparado para innovar? De paso a Visual COBOL,2013h1,,"<p>En esta sesión conocerás las diferentes integraciones de <strong>COBOL</strong> en plataformas como .NET, Java Virtual Machine (JVM) y la Nube, y como es posible desplegar una única fuente COBOL en diversas plataformas sin tener que cambiar ni una sola línea del código</p>

<p>Esta sesión es presentada por <strong>Micro Focus</strong><br />
&nbsp;</p>","<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/KwW7C3_-fWU"" width=""560""></iframe></p>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/KwW7C3_-fWU,
3448,Cómo Crear Productos Que No Sean Una Porqueria,2013h1,,"<p>Most start-up companies begin with what they think is a brilliant idea and they immediately jump to building the product, and most of these products are crap. Even established companies sit around conference rooms dreaming of the next great product and end up wondering why their products also crap.</p>

<p>Creating innovative products that result in market breakthrough requires a process of multiple iterations of discovery that drive you deeper into understanding the market problems and how to solve them with a differentiated solution. Breakthrough products are based upon solving a significant Market Problem with a Product and Business Model that create a competitive advantage and a Market Strategy that motivates buyers to purchases your product.</p>

<p>In this session, you will learn this iterative discovery process that leads to breakthrough products and how to apply it to your own products (in startups as well as big enterprises). Session will be presented in English. </p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/__pRxd0NndM"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/__pRxd0NndM,
3449,Tips y Recomendaciones para la Certificación en Análisis de Negocio,2013h1,,"El Análisis de Negocio está tomando gran relevancia a nivel mundial por su impacto en el exito de los proyectos. Su propósito es gestionaar los requerimientos desde su concepción hasta la implementación y verificación de resultados.

Conferencia para dar a conocer los aspectos importantes que hay que cuidar para realizar el Application y posteriormente el Examen de Certificación CBAP®/CCBA® con mayores probabilidades de éxito. <br>

OBJETIVO: Incrementar las posibilidades de éxito en la presentación del Application y Examen CBAP®/CCBA®. <br>

CONTENIDO: 
- La Certificaciones del IIBA
- Beneficios
- ¿Que pasos seguir primero? 
- Análisis de los Requerimientos del Application CBAP®/CCBA®. 
- ¿Cómo documentar la Experiencia de Trabajo? 
- Recomendaciones para ser Aceptado 
- Roadmap de Preparación
- Como prepararse para presentar el Examen 
- Tips y estrategias para presentar el examen","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/yWXHWnpyH_Y"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/yWXHWnpyH_Y,
3452,Desarrollo De Juegos Android Con Game Maker,2013h1,,"Game Maker es una herramienta de desarrollo rápido de videojuegos, para diferentes plataformas como iOS, Android, de escritorio y para la web con HTML5, es orientado a usuarios novatos o con pocas nociones de programación, con el fin de obtener productos en un tiempo récord y en una fracción del costo, además el desarrollo resulta un 80 por ciento más rápido que con la utilización de códigos de lenguas nativas, los desarrolladores pueden crear prototipos completamente funcionales en tan sólo unas horas, y un juego completo en tan sólo cuestión de semanas. Esta charla está orientada a exponer a la comunidad todos los beneficios de esta herramienta, consejos y una muestra rápida del desarrollo de un video juego.","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/p7_QJr_7Ing"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/p7_QJr_7Ing,
3521,101 para Desarrollar en BlackBerry 10,2013h1,,"<p>BlackBerry 10 es la nueva plataforma de smartphones en el mercado que ofrece una oportunidad interesante para desarrolladores de diferentes tecnologías: C/C++, HTML5, AIR, Android, etc. <br /><br />En esta sesión platicaremos del ""one oh one"" de la plataforma, discutiremos ejemplos de código, posibilidades que ofrecen las APIs actuales y roadmap a seguir del SDK. Sin lugar a dudas si te interesa desarrollar para BlackBerry 10 o ampliar tus conocimientos sobre plataformas móviles es una sesión que no debes perderte!</p><p>Esta sesión es presentada por <a href=""https://developer.blackberry.com""><br /><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/BlackBerry-Logo-Black.jpg"" alt="""" border=""0"" /></a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/ifqCewLl81c"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/ifqCewLl81c,
3573,Las tendencias de movilidad en un entorno global,2013h1,,"<p><a href=""https://sg1.clickwebinar.com/Accenture/register"" target=""_blank""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/sites/default/files/images/stories/boton_registrate.png"" alt="""" width=""366"" height=""72"" /></a></p><p>El mundo se está acercando rápidamente a miles de millones de usuarios conectados a Internet, decenas de miles de millones de dispositivos electrónicos de consumo conectados, y cientos de miles de millones de dispositivos comerciales e industriales conectados. ¿Estamos preparados para satisfacer las demandas de movilidad que el mundo tendrá? ¿Sabremos aprovechar las oportunidades que presenta la movilidad? Vamos a descubrirlo.</p><p>Esta sesión es presentada por <a href=""http://www.accenture.com/mx-es/Pages/index.aspx""><br /><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/accenture.png"" alt="""" border=""0"" /></a></p>","<p style=""color: #b52100;""><strong>Por poblemas técnicos el video se encuentra incompleto, para revisar al información faltante puedes consultar el material de la presentación (PDF).</strong></p><p><iframe src=""https://www.youtube.com/embed/l805Vcmzxlw"" frameborder=""0"" width=""640"" height=""360""></iframe></p>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/l805Vcmzxlw,
3622,Ultrabook: interacción con pantalla táctil y sensores en apps Windows 8,2013h1,,"<p>Durante esta sesión te mostraremos cómo desarrollar aplicaciones Windows 8 que interactúen con sensores y con la pantalla táctil.<br />
<br />
Introduciremos brevemente las características de la nueva generación de computadoras Ultrabook y la oportunidad que presentan para desarrolladores.<br />
<br />
Presentaremos la Intel Developer Zone, como fuente de recursos para quienes quieran conocer más sobre desarrollo de aplicaciones sobre Arquitectura Intel.</p>

<p>Esta sesión es presentada por<br />
<a href=""http://software.intel.com/es-es/ultrabook""><img alt="""" border=""0"" src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/intel-software.jpg"" /></a></p>

<h3>Links de interés:</h3>

<p>Intel Developer Zone: <a href=""http://software.intel.com/es-es%20"" target=""_blank"">http://software.intel.com/es-es </a><br />
<br />
Regístrate: <a href=""https://secure-software.intel.com/partner/app/registration/developer"" target=""_blank"">https://secure-software.intel.com/partner/app/registration/developer</a><br />
<br />
Comunidad Ultrabook en español: <a href=""http://software.intel.com/es-es/ultrabook"" target=""_blank"">http://software.intel.com/es-es/ultrabook</a><br />
<br />
Twitter: <a href=""https://twitter.com/_alijo"" target=""_blank"">https://twitter.com/_alijo</a></p>","<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ic1gLepbUz4"" width=""560""></iframe></p>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/ic1gLepbUz4,
3710,Alcanza tus Metas Desarrollando Software,2013h1,,"<p>En esta sesión se brindará un panorama sobre mejores prácticas para el desarrollo de software</p><p>Esta sesión es presentada por:</p><p><a href=""http://sg.com.mx/sgvirtual/2013/patrocinadores/microsoft""><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/VS2012-logo.jpg?itok=uFtEVxGq"" alt="""" width=""220"" height=""100"" /></a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/Y0zZrQmHo8A"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/Y0zZrQmHo8A,
3712,Seguridad Aplicativa: ¿Confías en la seguridad de tus aplicaciones?,2013h1,,"<p>En esta sesión hablaremos del proceso de desarrollo de aplicaciones y del aspecto de seguridad que generalmente no se considera en dicho proceso. Mencionaremos las alternativas y soluciones para detectar, prevenir y corregir problemas de seguridad en el software.</p><p>Esta sesión es presentada por:</p><p><a href=""http://sg.com.mx/sgvirtual/2013/patrocinadores/hp""><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/Logo_HP_copy.png?itok=XSE16Htp"" alt="""" width=""220"" height=""100"" /></a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/vnKoktOPRM0"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/vnKoktOPRM0,
3713,No pase por alto la seguridad cuando se traslade a la nube,2013h1,,"Las organizaciones, independientemente de su tamaño y de su tipo, confían cada vez más en los servicios en la nube no sólo para funciones empresariales importantes, sino también para almacenar y procesar la información confidencial. En palabras de Gartner: “A finales del año 2016, más del 50% del 1000 total habrá almacenado información confidencial del cliente en la nube pública.”1 Otros se resisten a picar el anzuelo de los servicios basados en la nube por motivos de seguridad. Los dos tipos de organización consideran que la seguridad en la nube no ha madurado lo suficiente y que carece de estándares establecidos e incluso de normas informales.","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/lbuVZb02tmw"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/lbuVZb02tmw,
3714,Hacking as a Service: La plataforma fraudulenta de mayor crecimiento en la Web 2.0,2013h1,,"<p>Dejar la red vulnerable ante los ataques informáticos puede ser catastrófico, pero aprender como los hackers analizan y definen sus objetivos para contrarrestar sus técnicas avanzadas y metodologías de intrusión, puede ser el principal diferencial de defensa de la seguridad en la web. Escuche el impresionante recorrido que Carlos González presentará sobre la evolución del hacktivismo, sus nuevos blancos de ataque, formas de operación, la diversificación del malware y la interconectividad móvil de la seguridad híbrida de la red.</p><p>Esta sesión es presentada por:</p><p><a href=""http://sg.com.mx/sgvirtual/2013/patrocinadores/mcafee""><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/mcafee-400.png?itok=H1MZGbMV"" alt="""" width=""220"" height=""100"" /></a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/YXAZ5SMGLF0"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/YXAZ5SMGLF0,
3715,Automatización de procesos de negocio con SWBProcess,2013h1,,"<p>En la sesión se explicarán las bases de BPM, su implementación bajo enfoques de Web Semántica, la paleta básica de BPMN 2.0 para modelado y la implementación de un proceso de negocio en SWBProcess.</p><p>Esta sesión es presentada por:</p><p><a href=""http://sg.com.mx/sgvirtual/2013/patrocinadores/infotec""><img src=""http://sg.com.mx/sites/default/files/styles/220x100-canvas/public/sgvirtual/infotec-400.png?itok=3eh1-ZGc"" alt="""" width=""220"" height=""100"" /></a></p>","<iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/pAKXs1hI6SA"" frameborder=""0"" allowfullscreen></iframe>",,2013-02-27 12:00:00,2013-02-27 12:00,2013-02-27 13:00,https://youtu.be/pAKXs1hI6SA,
